AnimalID,LitterRef,Group,DateOfBirth,Sex,Treatment,Outcome,Time,Mnths,LitterSize,Mat.Birthdate,Mat.Age,MAMnths,Mat.Litter,Mother,Sur30,GroupSize,TunnelSize,M,Density,Mat_Col,Pat_Col,Date,Weight,Age,Amnths
TEM002,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,02/12/2021,132,543,18
TEM003,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,02/12/2021,118,543,18
TEM004,618,Tit-Babbler,04/10/2020,M,IB,NA,1244,41.1,3,15/11/2015,1785,59,2,15,1,4,S,4,1,Crick,Crick,02/12/2021,124,425,14
TEM007,659,Tit-Babbler,25/01/2021,M,IB,NA,1131,37.4,2,15/11/2015,1898,62.7,3,15,1,5,S,4,1.3,Crick,Crick,02/12/2021,113,312,10.3
TEM008,659,Tit-Babbler,25/01/2021,M,IB,NA,1131,37.4,2,15/11/2015,1898,62.7,3,15,1,5,S,4,1.3,Crick,Crick,02/12/2021,103,312,10.3
VLF004,630,Vulture,08/11/2020,F,NB,Death,1079,35.7,2,16/09/2016,1514,50,2,16,1,5,S,4,1.3,West,Hawking,02/12/2021,75,390,12.9
VLF005,630,Vulture,08/11/2020,F,NB,NA,1209,40,2,16/09/2016,1514,50,2,16,1,5,S,4,1.3,West,Hawking,02/12/2021,70,390,12.9
VLF006,699,Vulture,20/06/2021,F,NB,StatusChange,851,28.1,3,16/09/2016,1738,57.5,3,16,1,7,M,8,0.9,West,Hawking,02/12/2021,58,166,5.5
VLM001,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,02/12/2021,138,564,18.6
VLM002,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,02/12/2021,139,564,18.6
VLM003,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,02/12/2021,172,564,18.6
VLM007,699,Vulture,20/06/2021,M,NB,NA,985,32.6,3,16/09/2016,1738,57.5,3,16,1,7,M,8,0.9,West,Hawking,02/12/2021,56,166,5.5
VLM008,699,Vulture,20/06/2021,M,NB,NA,985,32.6,3,16/09/2016,1738,57.5,3,16,1,7,M,8,0.9,West,Hawking,02/12/2021,58,166,5.5
HCF001,628,Hammercobb,26/10/2020,F,NB,NA,1222,40.4,3,09/01/2018,1021,33.8,1,5,1,2,S,4,0.5,Bennett,Curie,03/12/2021,79,404,13.4
TNF003,560,Tinktinkie,17/02/2020,F,IB,Death,1435,47.4,6,05/10/2017,865,28.6,1,14,1,2,S,4,0.5,Mandela,Mandela,03/12/2021,128,656,21.7
TNM009,599,Tinktinkie,04/08/2020,M,IB,Death,1266,41.9,3,05/10/2017,1034,34.2,2,14,1,3,S,4,0.8,Mandela,Mandela,03/12/2021,150,487,16.1
VLF004,630,Vulture,08/11/2020,F,NB,Death,1079,35.7,2,16/09/2016,1514,50,2,16,1,5,S,4,1.3,West,Hawking,03/12/2021,80,391,12.9
VLF005,630,Vulture,08/11/2020,F,NB,NA,1209,40,2,16/09/2016,1514,50,2,16,1,5,S,4,1.3,West,Hawking,03/12/2021,73,391,12.9
BIF005,730,Bishop,15/11/2021,F,IB,NA,837,27.7,2,13/02/2018,1371,45.3,3,2,1,5,M,8,0.6,Zunki3,Zunki3,04/12/2021,13,20,0.7
HOM001,632,Hoopoe,10/11/2020,M,IB,Death,1037,34.3,1,24/02/2017,1355,44.8,1,6,1,2,S,4,0.5,Aristotle,Aristotle,04/12/2021,133,390,12.9
MBF004,634,Marabou,14/11/2020,F,NB,StatusChange,811,26.8,2,28/06/2016,1600,52.9,2,10,1,3,S,4,0.8,Durrell,Moniz,04/12/2021,96,386,12.8
MBM005,634,Marabou,14/11/2020,M,NB,Death,1069,35.3,2,28/06/2016,1600,52.9,2,10,1,3,S,4,0.8,Durrell,Moniz,04/12/2021,137,386,12.8
PIF014,721,Pigeon,11/09/2021,F,IB,NA,902,29.8,3,26/03/2016,1995,66,5,11,1,8,M,8,1,Moniz,Moniz,04/12/2021,28,85,2.8
PIM013,721,Pigeon,11/09/2021,M,IB,NA,902,29.8,3,26/03/2016,1995,66,5,11,1,8,M,8,1,Moniz,Moniz,04/12/2021,36,85,2.8
TNF016,696,Tinktinkie,01/06/2021,F,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,04/12/2021,38,187,6.2
VLF011,723,Vulture,02/10/2021,F,NB,Death,835,27.6,4,16/09/2016,1842,60.9,4,16,1,10,M,8,1.3,West,Hawking,04/12/2021,38,64,2.1
HCF001,628,Hammercobb,26/10/2020,F,NB,NA,1222,40.4,3,09/01/2018,1021,33.8,1,5,1,2,S,4,0.5,Bennett,Curie,06/12/2021,84,407,13.5
VLF004,630,Vulture,08/11/2020,F,NB,Death,1079,35.7,2,16/09/2016,1514,50,2,16,1,5,S,4,1.3,West,Hawking,06/12/2021,77,394,13
VLF005,630,Vulture,08/11/2020,F,NB,NA,1209,40,2,16/09/2016,1514,50,2,16,1,5,S,4,1.3,West,Hawking,06/12/2021,75,394,13
BAF004,615,Bateleur,09/09/2020,F,IB,StatusChange,740,24.5,2,28/04/2017,1230,40.7,2,1,1,3,S,4,0.8,Tesla,Tesla,07/12/2021,145,455,15
BAM001,573,Bateleur,30/03/2020,M,IB,Death,1332,44,3,28/04/2017,1067,35.3,1,1,1,2,S,4,0.5,Tesla,Tesla,07/12/2021,162,618,20.4
MBF004,634,Marabou,14/11/2020,F,NB,StatusChange,811,26.8,2,28/06/2016,1600,52.9,2,10,1,3,S,4,0.8,Durrell,Moniz,07/12/2021,108,389,12.9
MBM005,634,Marabou,14/11/2020,M,NB,Death,1069,35.3,2,28/06/2016,1600,52.9,2,10,1,3,S,4,0.8,Durrell,Moniz,07/12/2021,138,389,12.9
TLM015,691,Tarentaal,20/05/2021,M,IB,Death,982,32.5,4,27/01/2016,1940,64.1,4,13,1,8,M,8,1,Tesla,Tesla,07/12/2021,79,202,6.7
TLM016,691,Tarentaal,20/05/2021,M,IB,NA,1016,33.6,4,27/01/2016,1940,64.1,4,13,1,8,M,8,1,Tesla,Tesla,07/12/2021,73,202,6.7
HCF001,628,Hammercobb,26/10/2020,F,NB,NA,1222,40.4,3,09/01/2018,1021,33.8,1,5,1,2,S,4,0.5,Bennett,Curie,08/12/2021,82,409,13.5
PIF010,689,Pigeon,16/05/2021,F,IB,NA,1020,33.7,3,26/03/2016,1877,62,4,11,1,7,M,8,0.9,Moniz,Moniz,08/12/2021,60,207,6.8
VLM001,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,08/12/2021,142,570,18.8
VLM002,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,08/12/2021,146,570,18.8
VLM003,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,08/12/2021,183,570,18.8
SNM001,603,Sneeubal,14/08/2020,M,IB,NA,1295,42.8,3,15/11/2015,1734,57.3,1,12,1,2,S,4,0.5,West,West,09/12/2021,93,483,16
HCF001,628,Hammercobb,26/10/2020,F,NB,NA,1222,40.4,3,09/01/2018,1021,33.8,1,5,1,2,S,4,0.5,Bennett,Curie,10/12/2021,82,411,13.6
TLM015,691,Tarentaal,20/05/2021,M,IB,Death,982,32.5,4,27/01/2016,1940,64.1,4,13,1,8,M,8,1,Tesla,Tesla,10/12/2021,73,205,6.8
TLM016,691,Tarentaal,20/05/2021,M,IB,NA,1016,33.6,4,27/01/2016,1940,64.1,4,13,1,8,M,8,1,Tesla,Tesla,10/12/2021,71,205,6.8
BIF005,730,Bishop,15/11/2021,F,IB,NA,837,27.7,2,13/02/2018,1371,45.3,3,2,1,5,M,8,0.6,Zunki3,Zunki3,11/12/2021,16,27,0.9
BIF006,730,Bishop,15/11/2021,F,IB,NA,837,27.7,2,13/02/2018,1371,45.3,3,2,1,5,M,8,0.6,Zunki3,Zunki3,11/12/2021,15,27,0.9
PIF010,689,Pigeon,16/05/2021,F,IB,NA,1020,33.7,3,26/03/2016,1877,62,4,11,1,7,M,8,0.9,Moniz,Moniz,11/12/2021,62,210,6.9
PIF014,721,Pigeon,11/09/2021,F,IB,NA,902,29.8,3,26/03/2016,1995,66,5,11,1,8,M,8,1,Moniz,Moniz,11/12/2021,27,92,3
PIM013,721,Pigeon,11/09/2021,M,IB,NA,902,29.8,3,26/03/2016,1995,66,5,11,1,8,M,8,1,Moniz,Moniz,11/12/2021,34,92,3
TNF016,696,Tinktinkie,01/06/2021,F,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,11/12/2021,39,194,6.4
VLF011,723,Vulture,02/10/2021,F,NB,Death,835,27.6,4,16/09/2016,1842,60.9,4,16,1,10,M,8,1.3,West,Hawking,11/12/2021,37,71,2.3
VLM001,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,11/12/2021,154,573,18.9
VLM002,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,12/12/2021,152,574,19
VLM003,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,12/12/2021,184,574,19
BIF001,629,Bishop,29/10/2020,F,IB,NA,1219,40.3,1,13/02/2018,989,32.7,1,2,1,2,S,4,0.5,Zunki3,Zunki3,13/12/2021,94,411,13.6
BIF005,730,Bishop,15/11/2021,F,IB,NA,837,27.7,2,13/02/2018,1371,45.3,3,2,1,5,M,8,0.6,Zunki3,Zunki3,13/12/2021,16,29,1
BIF006,730,Bishop,15/11/2021,F,IB,NA,837,27.7,2,13/02/2018,1371,45.3,3,2,1,5,M,8,0.6,Zunki3,Zunki3,13/12/2021,15,29,1
BIM002,665,Bishop,11/02/2021,M,IB,NA,1114,36.8,3,13/02/2018,1094,36.2,2,2,1,3,S,4,0.8,Zunki3,Zunki3,13/12/2021,108,306,10.1
BIM004,665,Bishop,11/02/2021,M,IB,Death,770,25.5,3,13/02/2018,1094,36.2,2,2,1,3,S,4,0.8,Zunki3,Zunki3,13/12/2021,89,306,10.1
HCF001,628,Hammercobb,26/10/2020,F,NB,NA,1222,40.4,3,09/01/2018,1021,33.8,1,5,1,2,S,4,0.5,Bennett,Curie,13/12/2021,85,414,13.7
HOM001,632,Hoopoe,10/11/2020,M,IB,Death,1037,34.3,1,24/02/2017,1355,44.8,1,6,1,2,S,4,0.5,Aristotle,Aristotle,13/12/2021,123,399,13.2
KSF001,588,Kapantsi,11/06/2020,F,NB,NA,1359,44.9,3,11/08/2016,1400,46.3,1,8,1,2,S,4,0.5,Moniz,Nakuru,13/12/2021,121,551,18.2
MBF003,586,Marabou,09/06/2020,F,NB,StatusChange,969,32,3,28/06/2016,1442,47.7,1,10,1,2,S,4,0.5,Durrell,Moniz,13/12/2021,147,553,18.3
PIF001,593,Pigeon,28/06/2020,F,IB,NA,1342,44.4,2,26/03/2016,1555,51.4,1,11,1,2,S,4,0.5,Moniz,Moniz,13/12/2021,131,534,17.7
PIF004,623,Pigeon,13/10/2020,F,IB,NA,1235,40.8,2,26/03/2016,1662,54.9,2,11,1,4,S,4,1,Moniz,Moniz,13/12/2021,84,427,14.1
PIF010,689,Pigeon,16/05/2021,F,IB,NA,1020,33.7,3,26/03/2016,1877,62,4,11,1,7,M,8,0.9,Moniz,Moniz,13/12/2021,62,212,7
PIF012,721,Pigeon,11/09/2021,F,IB,NA,902,29.8,3,26/03/2016,1995,66,5,11,1,8,M,8,1,Moniz,Moniz,13/12/2021,40,94,3.1
PIF014,721,Pigeon,11/09/2021,F,IB,NA,902,29.8,3,26/03/2016,1995,66,5,11,1,8,M,8,1,Moniz,Moniz,13/12/2021,27,94,3.1
PIM003,623,Pigeon,13/10/2020,M,IB,NA,1235,40.8,2,26/03/2016,1662,54.9,2,11,1,4,S,4,1,Moniz,Moniz,13/12/2021,121,427,14.1
PIM006,663,Pigeon,27/01/2021,M,IB,NA,1129,37.3,4,26/03/2016,1768,58.4,3,11,1,5,S,4,1.3,Moniz,Moniz,13/12/2021,75,321,10.6
PIM013,721,Pigeon,11/09/2021,M,IB,NA,902,29.8,3,26/03/2016,1995,66,5,11,1,8,M,8,1,Moniz,Moniz,13/12/2021,33,94,3.1
SNF003,603,Sneeubal,14/08/2020,F,IB,NA,1295,42.8,3,15/11/2015,1734,57.3,1,12,1,2,S,4,0.5,West,West,13/12/2021,67,487,16.1
SNF012,713,Sneeubal,19/08/2021,F,IB,NA,925,30.6,3,15/11/2015,2104,69.6,4,12,1,5,M,8,0.6,West,West,13/12/2021,55,117,3.9
SNM001,603,Sneeubal,14/08/2020,M,IB,NA,1295,42.8,3,15/11/2015,1734,57.3,1,12,1,2,S,4,0.5,West,West,13/12/2021,101,487,16.1
SNM002,603,Sneeubal,14/08/2020,M,IB,NA,1295,42.8,3,15/11/2015,1734,57.3,1,12,1,2,S,4,0.5,West,West,13/12/2021,110,487,16.1
SNM013,713,Sneeubal,19/08/2021,M,IB,NA,925,30.6,3,15/11/2015,2104,69.6,4,12,1,5,M,8,0.6,West,West,13/12/2021,44,117,3.9
TEM002,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,13/12/2021,136,554,18.3
TEM003,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,13/12/2021,127,554,18.3
TEM004,618,Tit-Babbler,04/10/2020,M,IB,NA,1244,41.1,3,15/11/2015,1785,59,2,15,1,4,S,4,1,Crick,Crick,13/12/2021,131,436,14.4
TEM007,659,Tit-Babbler,25/01/2021,M,IB,NA,1131,37.4,2,15/11/2015,1898,62.7,3,15,1,5,S,4,1.3,Crick,Crick,13/12/2021,117,323,10.7
TEM008,659,Tit-Babbler,25/01/2021,M,IB,NA,1131,37.4,2,15/11/2015,1898,62.7,3,15,1,5,S,4,1.3,Crick,Crick,13/12/2021,110,323,10.7
TLF005,574,Tarentaal,30/03/2020,F,IB,NA,1432,47.3,5,27/01/2016,1524,50.4,2,13,1,2,S,4,0.5,Tesla,Tesla,13/12/2021,133,624,20.6
TLF007,574,Tarentaal,30/03/2020,F,IB,NA,1432,47.3,5,27/01/2016,1524,50.4,2,13,1,2,S,4,0.5,Tesla,Tesla,13/12/2021,103,624,20.6
TLF010,654,Tarentaal,06/01/2021,F,IB,NA,1150,38,5,27/01/2016,1806,59.7,3,13,1,4,S,4,1,Tesla,Tesla,13/12/2021,88,342,11.3
TLF012,654,Tarentaal,06/01/2021,F,IB,NA,1150,38,5,27/01/2016,1806,59.7,3,13,1,4,S,4,1,Tesla,Tesla,13/12/2021,102,342,11.3
TLF013,654,Tarentaal,06/01/2021,F,IB,NA,1150,38,5,27/01/2016,1806,59.7,3,13,1,4,S,4,1,Tesla,Tesla,13/12/2021,89,342,11.3
TLM009,654,Tarentaal,06/01/2021,M,IB,NA,1150,38,5,27/01/2016,1806,59.7,3,13,1,4,S,4,1,Tesla,Tesla,13/12/2021,108,342,11.3
TLM015,691,Tarentaal,20/05/2021,M,IB,Death,982,32.5,4,27/01/2016,1940,64.1,4,13,1,8,M,8,1,Tesla,Tesla,13/12/2021,71,208,6.9
TLM016,691,Tarentaal,20/05/2021,M,IB,NA,1016,33.6,4,27/01/2016,1940,64.1,4,13,1,8,M,8,1,Tesla,Tesla,13/12/2021,74,208,6.9
TNF003,560,Tinktinkie,17/02/2020,F,IB,Death,1435,47.4,6,05/10/2017,865,28.6,1,14,1,2,S,4,0.5,Mandela,Mandela,13/12/2021,131,666,22
TNF011,648,Tinktinkie,13/12/2020,F,IB,Death,1135,37.5,4,05/10/2017,1165,38.5,3,14,1,4,S,4,1,Mandela,Mandela,13/12/2021,87,366,12.1
TNF015,696,Tinktinkie,01/06/2021,F,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,13/12/2021,64,196,6.5
TNF016,696,Tinktinkie,01/06/2021,F,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,13/12/2021,41,196,6.5
TNF018,696,Tinktinkie,01/06/2021,F,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,13/12/2021,50,196,6.5
TNM009,599,Tinktinkie,04/08/2020,M,IB,Death,1266,41.9,3,05/10/2017,1034,34.2,2,14,1,3,S,4,0.8,Mandela,Mandela,13/12/2021,156,497,16.4
TNM012,648,Tinktinkie,13/12/2020,M,IB,Death,1135,37.5,4,05/10/2017,1165,38.5,3,14,1,4,S,4,1,Mandela,Mandela,13/12/2021,108,366,12.1
TNM017,696,Tinktinkie,01/06/2021,M,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,13/12/2021,97,196,6.5
GEF001,563,Geelvink,23/02/2020,F,NB,NA,1468,48.5,3,14/06/2014,2080,68.8,1,4,1,2,S,4,0.5,G11,Bennett,14/12/2021,95,661,21.9
GEM003,563,Geelvink,23/02/2020,M,NB,NA,1468,48.5,3,14/06/2014,2080,68.8,1,4,1,2,S,4,0.5,G11,Bennett,14/12/2021,147,661,21.9
KSF001,588,Kapantsi,11/06/2020,F,NB,NA,1359,44.9,3,11/08/2016,1400,46.3,1,8,1,2,S,4,0.5,Moniz,Nakuru,16/12/2021,126,554,18.3
MBF003,586,Marabou,09/06/2020,F,NB,StatusChange,969,32,3,28/06/2016,1442,47.7,1,10,1,2,S,4,0.5,Durrell,Moniz,16/12/2021,156,556,18.4
TNF015,696,Tinktinkie,01/06/2021,F,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,16/12/2021,65,199,6.6
TNF016,696,Tinktinkie,01/06/2021,F,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,16/12/2021,43,199,6.6
TNF018,696,Tinktinkie,01/06/2021,F,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,16/12/2021,50,199,6.6
TNM017,696,Tinktinkie,01/06/2021,M,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,16/12/2021,93,199,6.6
HCF001,628,Hammercobb,26/10/2020,F,NB,NA,1222,40.4,3,09/01/2018,1021,33.8,1,5,1,2,S,4,0.5,Bennett,Curie,17/12/2021,84,418,13.8
HCM002,628,Hammercobb,26/10/2020,M,NB,NA,1222,40.4,3,09/01/2018,1021,33.8,1,5,1,2,S,4,0.5,Bennett,Curie,17/12/2021,148,418,13.8
HCM003,628,Hammercobb,26/10/2020,M,NB,NA,1222,40.4,3,09/01/2018,1021,33.8,1,5,1,2,S,4,0.5,Bennett,Curie,17/12/2021,180,418,13.8
HOM001,632,Hoopoe,10/11/2020,M,IB,Death,1037,34.3,1,24/02/2017,1355,44.8,1,6,1,2,S,4,0.5,Aristotle,Aristotle,17/12/2021,117,403,13.3
KBF005,609,Kori,28/08/2020,F,NB,Death,922,30.5,3,03/03/2017,1274,42.1,2,9,1,3,S,4,0.8,Cousteau,Aristotle,17/12/2021,93,477,15.8
KBF010,670,Kori,21/02/2021,F,NB,Death,745,24.6,4,03/03/2017,1451,48,3,9,1,5,S,4,1.3,Cousteau,Aristotle,17/12/2021,92,300,9.9
KBF011,670,Kori,21/02/2021,F,NB,Death,745,24.6,4,03/03/2017,1451,48,3,9,1,5,S,4,1.3,Cousteau,Aristotle,17/12/2021,75,300,9.9
KBM002,557,Kori,14/02/2020,M,NB,Death,1118,37,4,03/03/2017,1078,35.6,1,9,1,2,S,4,0.5,Cousteau,Aristotle,17/12/2021,167,673,22.2
KBM008,670,Kori,21/02/2021,M,NB,Death,745,24.6,4,03/03/2017,1451,48,3,9,1,5,S,4,1.3,Cousteau,Aristotle,17/12/2021,113,300,9.9
KBM009,670,Kori,21/02/2021,M,NB,Death,745,24.6,4,03/03/2017,1451,48,3,9,1,5,S,4,1.3,Cousteau,Aristotle,17/12/2021,99,300,9.9
KSF001,588,Kapantsi,11/06/2020,F,NB,NA,1359,44.9,3,11/08/2016,1400,46.3,1,8,1,2,S,4,0.5,Moniz,Nakuru,17/12/2021,125,555,18.3
KSF010,704,Kapantsi,11/07/2021,F,NB,Death,949,31.4,3,11/08/2016,1795,59.3,4,8,1,5,M,8,0.6,Moniz,Nakuru,17/12/2021,61,160,5.3
KSM006,673,Kapantsi,02/03/2021,M,NB,NA,1095,36.2,3,11/08/2016,1664,55,3,8,1,5,S,4,1.3,Moniz,Nakuru,17/12/2021,134,291,9.6
KSM008,673,Kapantsi,02/03/2021,M,NB,NA,1095,36.2,3,11/08/2016,1664,55,3,8,1,5,S,4,1.3,Moniz,Nakuru,17/12/2021,99,291,9.6
KSM009,704,Kapantsi,11/07/2021,M,NB,NA,964,31.9,3,11/08/2016,1795,59.3,4,8,1,5,M,8,0.6,Moniz,Nakuru,17/12/2021,71,160,5.3
MBF004,634,Marabou,14/11/2020,F,NB,StatusChange,811,26.8,2,28/06/2016,1600,52.9,2,10,1,3,S,4,0.8,Durrell,Moniz,17/12/2021,103,399,13.2
MBM005,634,Marabou,14/11/2020,M,NB,Death,1069,35.3,2,28/06/2016,1600,52.9,2,10,1,3,S,4,0.8,Durrell,Moniz,17/12/2021,140,399,13.2
MBM007,679,Marabou,19/03/2021,M,NB,Death,944,31.2,2,28/06/2016,1725,57,3,10,1,5,S,4,1.3,Durrell,Moniz,17/12/2021,97,274,9.1
MBM008,710,Marabou,14/08/2021,M,NB,Death,796,26.3,2,28/06/2016,1873,61.9,4,10,1,7,M,8,0.9,Durrell,Moniz,17/12/2021,75,126,4.2
TNF016,696,Tinktinkie,01/06/2021,F,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,17/12/2021,44,200,6.6
VLF004,630,Vulture,08/11/2020,F,NB,Death,1079,35.7,2,16/09/2016,1514,50,2,16,1,5,S,4,1.3,West,Hawking,17/12/2021,72,405,13.4
VLF005,630,Vulture,08/11/2020,F,NB,NA,1209,40,2,16/09/2016,1514,50,2,16,1,5,S,4,1.3,West,Hawking,17/12/2021,72,405,13.4
VLF006,699,Vulture,20/06/2021,F,NB,StatusChange,851,28.1,3,16/09/2016,1738,57.5,3,16,1,7,M,8,0.9,West,Hawking,17/12/2021,63,181,6
VLM001,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,17/12/2021,150,579,19.1
VLM002,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,17/12/2021,142,579,19.1
VLM003,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,17/12/2021,177,579,19.1
VLM007,699,Vulture,20/06/2021,M,NB,NA,985,32.6,3,16/09/2016,1738,57.5,3,16,1,7,M,8,0.9,West,Hawking,17/12/2021,58,181,6
BIF005,730,Bishop,15/11/2021,F,IB,NA,837,27.7,2,13/02/2018,1371,45.3,3,2,1,5,M,8,0.6,Zunki3,Zunki3,18/12/2021,19,34,1.1
BIF006,730,Bishop,15/11/2021,F,IB,NA,837,27.7,2,13/02/2018,1371,45.3,3,2,1,5,M,8,0.6,Zunki3,Zunki3,18/12/2021,17,34,1.1
PIF014,721,Pigeon,11/09/2021,F,IB,NA,902,29.8,3,26/03/2016,1995,66,5,11,1,8,M,8,1,Moniz,Moniz,18/12/2021,29,99,3.3
PIM013,721,Pigeon,11/09/2021,M,IB,NA,902,29.8,3,26/03/2016,1995,66,5,11,1,8,M,8,1,Moniz,Moniz,18/12/2021,38,99,3.3
VLF011,723,Vulture,02/10/2021,F,NB,Death,835,27.6,4,16/09/2016,1842,60.9,4,16,1,10,M,8,1.3,West,Hawking,18/12/2021,39,78,2.6
TNF015,696,Tinktinkie,01/06/2021,F,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,19/12/2021,68,202,6.7
TNF016,696,Tinktinkie,01/06/2021,F,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,19/12/2021,40,202,6.7
TNF018,696,Tinktinkie,01/06/2021,F,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,19/12/2021,52,202,6.7
TNM017,696,Tinktinkie,01/06/2021,M,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,19/12/2021,97,202,6.7
KSF001,588,Kapantsi,11/06/2020,F,NB,NA,1359,44.9,3,11/08/2016,1400,46.3,1,8,1,2,S,4,0.5,Moniz,Nakuru,20/12/2021,121,558,18.4
MBF003,586,Marabou,09/06/2020,F,NB,StatusChange,969,32,3,28/06/2016,1442,47.7,1,10,1,2,S,4,0.5,Durrell,Moniz,20/12/2021,147,560,18.5
TNF015,696,Tinktinkie,01/06/2021,F,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,20/12/2021,68,203,6.7
TNF018,696,Tinktinkie,01/06/2021,F,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,20/12/2021,51,203,6.7
TNM017,696,Tinktinkie,01/06/2021,M,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,20/12/2021,100,203,6.7
BAF004,615,Bateleur,09/09/2020,F,IB,StatusChange,740,24.5,2,28/04/2017,1230,40.7,2,1,1,3,S,4,0.8,Tesla,Tesla,23/12/2021,143,471,15.6
BAM001,573,Bateleur,30/03/2020,M,IB,Death,1332,44,3,28/04/2017,1067,35.3,1,1,1,2,S,4,0.5,Tesla,Tesla,23/12/2021,173,634,21
MBM005,634,Marabou,14/11/2020,M,NB,Death,1069,35.3,2,28/06/2016,1600,52.9,2,10,1,3,S,4,0.8,Durrell,Moniz,23/12/2021,132,405,13.4
MBM009,710,Marabou,14/08/2021,M,NB,Death,796,26.3,2,28/06/2016,1873,61.9,4,10,1,7,M,8,0.9,Durrell,Moniz,23/12/2021,51,132,4.4
TEM002,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,24/12/2021,138,565,18.7
TEM003,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,24/12/2021,129,565,18.7
TNF011,648,Tinktinkie,13/12/2020,F,IB,Death,1135,37.5,4,05/10/2017,1165,38.5,3,14,1,4,S,4,1,Mandela,Mandela,24/12/2021,86,377,12.5
